date,decision_id,consensus_category,buy_vote_count,supporting_agents,dissenting_agents,trade_executed,net_return,reflection_category,decision_summary,outcome_summary,identified_strengths,identified_weaknesses,inconsistencies,diagnostic_labels,explainability_score
2025-09-19,decision_734d4f46a0284380871f56815c702dec,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.482806%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.916195296208581
2025-09-22,decision_b15f602d793846759b3363b5c29a7175,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -1.370168%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9273911162280132
2025-09-23,decision_38ca438995984f3d8da8417d88c0c4fd,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -3.223560%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9198601704961096
2025-09-24,decision_8405166bc9574f6bb707c1dcff7490ae,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -1.856855%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9204189936608059
2025-09-25,decision_03a67196add84834963b77c43831265a,SINGLE_BUY,1,MA,SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 1 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was SINGLE_BUY. Reason: Configuration 4 majority not reached: 1/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.967500%.,The NO_TRADE decision avoided a non-profitable market outcome. | The configured majority-vote rule resolved differing analytical perspectives deterministically. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,"MA and SM issued different analytical votes. | MA and RM issued different analytical votes. | Configuration 4 contained analytical disagreement; dissenting agent(s): SM, RM.",CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | PARTIAL_AGENT_AGREEMENT | MAJORITY_NO_TRADE | CONSENSUS_SINGLE_BUY | CORRECT_TRADE_REJECTION,0.7825960199926181
2025-09-26,decision_973355b095cb4a718ec3e6a100afdb85,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.219369%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9388474289737038
2025-09-29,decision_a4027cc4bc984ccd9e039b3ca4b8c39e,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.849191%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9397393322868131
2025-09-30,decision_f74c1f48a0ce4a4aa47ea82caaaeb94b,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -1.207388%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.914550341108561
2025-10-01,decision_d88910c956b94305be159a666a2240ca,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 1.403679%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9354490990875238
2025-10-02,decision_708cc7eed48f44da86c9198694c51bc4,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.533156%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9367179060177245
2025-10-03,decision_5d16a846c1994568a343dcefbd98697d,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -1.857973%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9212430179522544
2025-10-06,decision_a82d255fb26c4fbab88f027c3fccb76d,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.145217%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9182116524386016
2025-10-07,decision_14ec40ac3a6e48baba0ec386e76f5f08,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.307267%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9348324853682876
2025-10-08,decision_c3f3a847904d48a9b21313401918cc7d,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.931258%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.931199581853293
2025-10-09,decision_45af8c811a9b41b7a9e6341b800f9c78,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 1.117184%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.922531960968725
2025-10-10,decision_adca4436ddd34354a12b5209d3977e4c,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -4.447758%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9280518691182275
2025-10-13,decision_3b99a91fd7c9449dbf8024b87988308f,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.988127%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9248992784206438
2025-10-14,decision_b0e48f6df04145cc847d5bcdaa9825b5,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.284864%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9348909880358516
2025-10-15,decision_637b71fd71a5424e9d6e6041ec923676,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.584459%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9234211118724411
2025-10-16,decision_e67d486ee2ff4631b730757a98473efa,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.656114%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9156202974101405
2025-10-17,decision_f66669210f0347c09e0821b09c2d7874,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.808062%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9188057429275732
2025-10-20,decision_d6fe36410bb5473b96fd137bfe5fb3ee,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 1.115035%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | LOW_CONFIDENCE | MISSED_PROFITABLE_OPPORTUNITY,0.9421715911787975
